IP地址	端口	TLS	数据中心	地区	国际代码	国家	城市	网络延迟	下载速度MB/s
160.22.52.3	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	10.37
45.202.113.167	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.37
156.238.18.166	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	10.37
162.67.6.45	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.36
109.176.239.14	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.36
209.102.207.108	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.36
209.102.207.86	443	TRUE	SJC	北美洲	US	美国	圣何塞	212 ms	10.36
199.34.228.24	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	215 ms	10.36
160.153.137.233	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	10.36
192.206.179.208	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	10.35
160.22.52.216	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	10.35
45.202.113.181	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	183 ms	10.35
160.22.52.112	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	10.35
160.153.137.102	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	10.35
160.153.1.139	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	10.35
160.22.52.182	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	10.35
209.102.207.38	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	10.35
209.102.207.87	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	10.35
199.107.164.114	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	10.35
109.176.239.222	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	10.35
199.34.228.25	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	204 ms	10.35
45.205.0.191	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.35
216.221.221.218	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.34
160.153.137.117	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	10.34
156.238.18.167	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.34
199.34.228.27	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	10.34
192.206.179.124	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.34
45.205.0.5	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.34
160.153.1.115	443	TRUE	SJC	北美洲	US	美国	圣何塞	234 ms	10.34
45.202.113.116	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	10.34
45.205.0.17	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	10.34
160.153.138.183	2053	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	10.34
45.205.0.199	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.34
160.22.52.164	443	TRUE	SJC	北美洲	US	美国	圣何塞	229 ms	10.34
199.34.228.52	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.33
66.179.48.101	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	10.33
160.153.138.59	2083	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	10.33
160.153.137.141	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	10.33
199.107.164.74	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	10.33
66.179.48.93	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	10.33
160.22.52.52	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	10.33
209.94.90.180	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.33
160.153.1.197	443	TRUE	SJC	北美洲	US	美国	圣何塞	214 ms	10.33
199.68.156.100	443	TRUE	SJC	北美洲	US	美国	圣何塞	224 ms	10.33
160.22.52.144	443	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	10.33
209.102.207.194	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.33
208.86.169.18	443	TRUE	LAX	北美洲	US	美国	洛杉矶	187 ms	10.33
170.153.144.211	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.33
170.153.144.213	443	TRUE	SJC	北美洲	US	美国	圣何塞	227 ms	10.32
45.202.113.230	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	185 ms	10.32
199.34.230.17	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.32
109.176.239.221	443	TRUE	SJC	北美洲	US	美国	圣何塞	186 ms	10.32
45.205.0.193	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.32
156.238.18.124	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.32
209.94.90.153	443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	10.32
199.34.228.33	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	10.32
192.206.179.251	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	10.32
216.221.213.180	443	TRUE	LAX	北美洲	US	美国	洛杉矶	172 ms	10.32
160.153.138.77	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	10.32
66.179.48.23	443	TRUE	SJC	北美洲	US	美国	圣何塞	209 ms	10.32
66.179.48.115	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	10.32
109.176.239.177	443	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	10.32
160.153.138.120	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.32
199.68.156.173	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.31
170.153.144.232	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	10.31
208.86.169.11	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.31
199.107.164.61	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	10.31
135.84.76.84	443	TRUE	LAX	北美洲	US	美国	洛杉矶	262 ms	10.31
209.102.207.58	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	10.31
208.86.168.132	443	TRUE	LAX	北美洲	US	美国	洛杉矶	189 ms	10.31
199.68.156.59	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	10.31
199.34.230.96	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	10.31
109.176.239.181	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	10.31
45.205.0.197	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	10.31
66.179.48.182	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	10.31
162.68.207.97	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.31
170.153.144.165	443	TRUE	SJC	北美洲	US	美国	圣何塞	240 ms	10.31
199.34.230.200	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	10.31
160.153.138.6	443	TRUE	SJC	北美洲	US	美国	圣何塞	206 ms	10.31
199.34.228.220	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	10.31
156.238.19.220	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	10.3
199.34.229.147	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.3
109.176.239.123	443	TRUE	SJC	北美洲	US	美国	圣何塞	230 ms	10.3
199.34.228.88	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	10.3
199.68.156.73	443	TRUE	SJC	北美洲	US	美国	圣何塞	222 ms	10.3
160.22.52.24	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.3
135.84.76.105	443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	10.3
160.153.138.12	2083	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	10.29
66.179.48.11	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	10.29
135.84.73.87	443	TRUE	LAX	北美洲	US	美国	洛杉矶	180 ms	10.29
66.179.48.128	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	10.29
209.94.90.113	443	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	10.29
45.205.0.7	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.29
45.202.113.160	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.29
130.250.137.215	443	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	10.29
45.202.113.22	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	216 ms	10.29
199.107.164.233	443	TRUE	SJC	北美洲	US	美国	圣何塞	216 ms	10.29
160.153.138.145	443	TRUE	SJC	北美洲	US	美国	圣何塞	207 ms	10.29
199.68.156.181	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	10.29
209.102.207.122	443	TRUE	SJC	北美洲	US	美国	圣何塞	200 ms	10.29
209.102.207.186	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	10.29
199.68.156.223	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	10.29
160.153.138.181	2053	TRUE	SJC	北美洲	US	美国	圣何塞	230 ms	10.29
199.68.156.211	443	TRUE	SJC	北美洲	US	美国	圣何塞	207 ms	10.28
135.84.75.41	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.28
160.153.137.179	443	TRUE	SJC	北美洲	US	美国	圣何塞	217 ms	10.28
199.107.164.191	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	10.28
109.176.239.186	443	TRUE	SJC	北美洲	US	美国	圣何塞	213 ms	10.28
109.176.239.121	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	10.28
209.102.207.169	443	TRUE	SJC	北美洲	US	美国	圣何塞	157 ms	10.28
160.153.138.127	2087	TRUE	SJC	北美洲	US	美国	圣何塞	205 ms	10.28
209.102.207.156	443	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	10.28
160.22.52.132	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	10.28
160.153.137.137	443	TRUE	SJC	北美洲	US	美国	圣何塞	216 ms	10.28
160.153.137.251	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	10.28
199.34.228.30	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.28
199.34.230.142	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.28
192.206.179.199	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.28
192.206.179.41	443	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	10.28
156.238.19.171	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.28
45.205.0.244	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	10.28
45.205.0.188	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.27
66.179.48.55	443	TRUE	SJC	北美洲	US	美国	圣何塞	161 ms	10.27
45.202.113.210	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.27
199.34.229.203	443	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	10.27
160.153.138.189	443	TRUE	SJC	北美洲	US	美国	圣何塞	208 ms	10.27
109.176.239.61	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.27
192.206.179.64	443	TRUE	SJC	北美洲	US	美国	圣何塞	236 ms	10.27
162.68.207.97	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.27
66.179.48.208	443	TRUE	SJC	北美洲	US	美国	圣何塞	173 ms	10.26
160.22.52.64	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.26
158.224.83.81	443	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	10.26
109.176.239.148	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	10.26
160.22.52.127	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.26
209.94.90.39	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.26
109.176.239.217	443	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	10.26
45.205.0.116	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	225 ms	10.26
160.153.138.167	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.26
170.153.144.223	443	TRUE	SJC	北美洲	US	美国	圣何塞	208 ms	10.26
109.176.239.139	443	TRUE	SJC	北美洲	US	美国	圣何塞	228 ms	10.26
160.22.52.136	443	TRUE	SJC	北美洲	US	美国	圣何塞	222 ms	10.26
109.176.239.193	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	10.25
156.238.18.117	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.25
160.22.52.61	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	10.25
161.145.150.117	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.25
192.206.179.14	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	10.25
160.153.138.39	8443	TRUE	SJC	北美洲	US	美国	圣何塞	246 ms	10.25
199.68.156.170	443	TRUE	SJC	北美洲	US	美国	圣何塞	217 ms	10.25
160.22.52.149	443	TRUE	SJC	北美洲	US	美国	圣何塞	210 ms	10.25
199.107.164.45	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	10.25
209.102.207.101	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.25
209.94.90.190	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	10.25
170.153.144.230	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	10.25
185.183.84.233	443	TRUE	LAX	北美洲	US	美国	洛杉矶	162 ms	10.25
109.176.239.251	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	10.25
45.202.113.215	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	182 ms	10.25
199.107.164.93	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	10.25
199.34.228.46	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.25
66.179.48.228	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	10.25
160.153.137.19	443	TRUE	SJC	北美洲	US	美国	圣何塞	213 ms	10.25
109.176.239.246	443	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	10.24
199.34.228.25	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.24
160.153.1.47	443	TRUE	SJC	北美洲	US	美国	圣何塞	202 ms	10.24
45.205.0.252	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.24
199.34.230.175	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	10.24
199.107.164.147	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	10.24
216.24.57.124	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.24
66.179.48.112	443	TRUE	SJC	北美洲	US	美国	圣何塞	216 ms	10.24
199.68.156.164	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	10.24
107.182.27.151	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	10.23
160.22.52.88	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	10.23
199.34.230.146	443	TRUE	LAX	北美洲	US	美国	洛杉矶	183 ms	10.23
170.153.144.134	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	10.23
160.22.52.207	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	10.23
216.221.213.221	443	TRUE	LAX	北美洲	US	美国	洛杉矶	183 ms	10.23
160.22.52.125	443	TRUE	SJC	北美洲	US	美国	圣何塞	241 ms	10.23
160.153.1.11	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.23
199.68.156.166	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	10.23
199.34.228.253	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.23
160.153.138.78	2053	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	10.23
160.153.1.238	443	TRUE	SJC	北美洲	US	美国	圣何塞	160 ms	10.23
199.34.230.154	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.23
199.34.228.255	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	182 ms	10.23
199.68.156.55	443	TRUE	SJC	北美洲	US	美国	圣何塞	163 ms	10.22
158.224.90.178	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.22
109.176.239.245	443	TRUE	SJC	北美洲	US	美国	圣何塞	191 ms	10.22
158.224.83.132	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	10.22
160.22.52.10	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	10.22
160.153.138.250	2053	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	10.22
209.208.226.145	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.22
199.34.228.225	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.22
170.153.144.129	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	10.22
199.34.230.34	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	10.22
66.179.48.69	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	10.22
192.206.179.169	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.22
66.179.48.218	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	10.22
192.206.179.159	443	TRUE	SJC	北美洲	US	美国	圣何塞	160 ms	10.21
45.202.113.93	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.21
199.107.164.85	443	TRUE	SJC	北美洲	US	美国	圣何塞	221 ms	10.21
170.153.144.55	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.21
160.153.1.7	443	TRUE	SJC	北美洲	US	美国	圣何塞	199 ms	10.21
109.176.239.50	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	10.21
109.176.239.164	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	10.21
216.24.57.218	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	10.21
199.34.228.35	2053	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.21
209.94.90.182	443	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	10.21
160.153.138.179	2096	TRUE	SJC	北美洲	US	美国	圣何塞	227 ms	10.21
208.86.169.178	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	10.21
170.153.144.150	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	10.2
135.84.76.101	443	TRUE	LAX	北美洲	US	美国	洛杉矶	199 ms	10.2
199.34.229.86	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	10.2
149.248.7.208	443	TRUE	LAX	北美洲	US	美国	洛杉矶	165 ms	10.2
162.68.207.129	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	10.2
109.176.239.196	443	TRUE	SJC	北美洲	US	美国	圣何塞	212 ms	10.2
161.145.150.115	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.2
199.34.228.248	443	TRUE	LAX	北美洲	US	美国	洛杉矶	208 ms	10.2
135.84.75.61	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.2
160.153.1.96	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	10.2
158.224.35.67	443	TRUE	LAX	北美洲	US	美国	洛杉矶	200 ms	10.2
199.107.164.232	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.2
170.153.144.228	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	10.19
156.238.18.159	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.19
45.202.113.218	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.19
135.84.79.233	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.19
156.238.18.100	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	10.19
199.68.156.42	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	10.19
209.102.207.42	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	10.19
199.34.228.222	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	206 ms	10.19
216.221.214.78	443	TRUE	LAX	北美洲	US	美国	洛杉矶	185 ms	10.19
208.86.168.36	443	TRUE	LAX	北美洲	US	美国	洛杉矶	221 ms	10.19
216.221.213.184	443	TRUE	LAX	北美洲	US	美国	洛杉矶	215 ms	10.19
160.22.52.217	443	TRUE	SJC	北美洲	US	美国	圣何塞	216 ms	10.19
160.153.1.166	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	10.19
160.22.52.30	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	10.19
209.102.207.88	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	10.19
192.206.179.66	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	10.19
209.102.207.147	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	10.19
160.153.1.87	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.19
192.206.179.39	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	10.19
208.86.168.89	443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	10.18
199.68.156.151	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	10.18
45.205.0.87	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	10.18
199.34.229.80	443	TRUE	LAX	北美洲	US	美国	洛杉矶	182 ms	10.18
135.84.73.185	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.18
192.206.179.30	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	10.18
66.179.48.189	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	10.18
209.102.207.113	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	10.18
160.153.138.124	2083	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	10.18
160.153.1.146	443	TRUE	SJC	北美洲	US	美国	圣何塞	211 ms	10.18
160.22.52.189	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	10.18
161.145.150.47	443	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	10.18
156.238.18.0	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.18
160.153.138.151	2096	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	10.18
209.94.90.214	443	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	10.17
199.34.228.162	443	TRUE	LAX	北美洲	US	美国	洛杉矶	210 ms	10.17
160.153.1.23	443	TRUE	SJC	北美洲	US	美国	圣何塞	228 ms	10.17
192.206.179.210	443	TRUE	SJC	北美洲	US	美国	圣何塞	219 ms	10.17
135.84.73.134	443	TRUE	LAX	北美洲	US	美国	洛杉矶	185 ms	10.17
45.202.113.126	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	10.17
160.123.255.240	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	10.17
45.202.113.164	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	213 ms	10.17
199.68.156.179	443	TRUE	SJC	北美洲	US	美国	圣何塞	211 ms	10.17
66.179.48.194	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	10.17
199.107.164.243	443	TRUE	SJC	北美洲	US	美国	圣何塞	208 ms	10.17
209.94.90.239	443	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.17
135.84.64.192	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	10.17
199.34.228.237	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	10.16
45.202.113.22	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	185 ms	10.16
209.102.207.34	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	10.16
160.22.52.193	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	10.16
199.34.229.246	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.16
209.102.207.9	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	10.16
160.153.1.104	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	10.16
160.22.52.251	443	TRUE	SJC	北美洲	US	美国	圣何塞	232 ms	10.16
199.68.156.22	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	10.16
135.84.74.152	443	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	10.16
160.123.255.113	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.16
160.22.52.101	443	TRUE	SJC	北美洲	US	美国	圣何塞	163 ms	10.15
192.206.179.87	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	10.15
170.153.144.244	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	10.15
135.84.64.52	443	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	10.15
135.84.79.175	443	TRUE	LAX	北美洲	US	美国	洛杉矶	221 ms	10.15
192.206.179.16	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	10.15
135.84.75.76	443	TRUE	LAX	北美洲	US	美国	洛杉矶	177 ms	10.15
45.205.0.10	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	10.15
199.34.228.6	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	10.15
160.153.1.36	443	TRUE	SJC	北美洲	US	美国	圣何塞	158 ms	10.15
199.68.156.63	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	10.15
135.84.76.112	443	TRUE	LAX	北美洲	US	美国	洛杉矶	194 ms	10.14
160.123.255.245	443	TRUE	LAX	北美洲	US	美国	洛杉矶	195 ms	10.14
66.179.48.173	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	10.14
199.34.228.252	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.14
209.102.207.124	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	10.14
160.123.255.55	443	TRUE	LAX	北美洲	US	美国	洛杉矶	183 ms	10.14
199.34.230.222	443	TRUE	LAX	北美洲	US	美国	洛杉矶	202 ms	10.14
209.94.90.43	443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	10.14
170.153.144.0	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	10.14
199.34.228.8	443	TRUE	LAX	北美洲	US	美国	洛杉矶	201 ms	10.14
170.153.144.88	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	10.14
156.238.18.178	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	196 ms	10.13
199.34.228.46	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	184 ms	10.13
109.176.239.155	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	10.13
209.102.207.41	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	10.13
199.34.228.255	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	190 ms	10.13
199.107.164.47	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	10.13
170.153.144.71	443	TRUE	SJC	北美洲	US	美国	圣何塞	213 ms	10.13
66.179.48.150	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	10.13
135.84.64.113	443	TRUE	LAX	北美洲	US	美国	洛杉矶	209 ms	10.13
199.34.230.191	443	TRUE	LAX	北美洲	US	美国	洛杉矶	198 ms	10.13
208.86.169.33	443	TRUE	LAX	北美洲	US	美国	洛杉矶	203 ms	10.13
199.34.229.33	443	TRUE	LAX	北美洲	US	美国	洛杉矶	192 ms	10.13
199.34.230.141	443	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	10.13
