IP地址	端口	TLS	数据中心	地区	国际代码	国家	城市	网络延迟	下载速度MB/s
23.106.140.129	443	TRUE	KIX	亚太	JP	日本	大阪	107 ms	28.87
202.144.192.76	443	TRUE	NRT	亚太	JP	日本	东京	62 ms	21.62
103.44.255.81	443	TRUE	HKG	亚太	HK	香港	香港	63 ms	19.15
219.76.13.180	443	TRUE	HKG	亚太	HK	香港	香港	503 ms	19.04
143.244.130.180	443	TRUE	BOM	亚太	IN	印度	孟买	124 ms	15.33
139.59.48.26	8443	TRUE	BLR	亚太	IN	印度	班加罗尔	112 ms	14.97
64.227.184.166	8443	TRUE	BLR	亚太	IN	印度	班加罗尔	144 ms	14.36
199.68.156.120	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	13.77
160.153.138.129	2087	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	13.58
66.179.48.223	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	13.24
160.22.52.161	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	13.23
170.153.144.50	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	13.22
3.109.185.221	443	TRUE	BOM	亚太	IN	印度	孟买	154 ms	13.21
160.153.138.59	2096	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	13.2
192.206.179.18	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	13.05
160.153.138.217	2053	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	13
160.153.138.149	2096	TRUE	SJC	北美洲	US	美国	圣何塞	222 ms	12.97
160.153.138.40	2087	TRUE	SJC	北美洲	US	美国	圣何塞	173 ms	12.91
66.179.48.97	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	12.9
160.153.138.77	8443	TRUE	SJC	北美洲	US	美国	圣何塞	206 ms	12.9
170.153.144.189	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	12.83
160.153.138.160	8443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	12.78
160.153.137.140	443	TRUE	SJC	北美洲	US	美国	圣何塞	237 ms	12.77
109.176.239.40	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	12.71
160.22.52.71	443	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	12.7
65.20.76.125	8443	TRUE	BOM	亚太	IN	印度	孟买	145 ms	12.59
192.206.179.217	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	12.53
3.111.155.29	443	TRUE	BOM	亚太	IN	印度	孟买	135 ms	12.43
160.153.138.168	2083	TRUE	SJC	北美洲	US	美国	圣何塞	224 ms	12.43
160.153.138.171	2096	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	12.4
160.153.138.184	2096	TRUE	SJC	北美洲	US	美国	圣何塞	173 ms	12.27
199.68.156.143	443	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	12.26
135.84.74.236	443	TRUE	LAX	北美洲	US	美国	洛杉矶	186 ms	12.25
160.153.138.211	2053	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	12.22
160.22.52.249	443	TRUE	SJC	北美洲	US	美国	圣何塞	199 ms	12.21
160.153.137.71	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	12.2
160.22.52.212	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	12.18
199.107.164.159	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	12.18
192.206.179.36	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	12.17
160.153.138.160	2053	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	12.16
170.153.144.155	443	TRUE	SJC	北美洲	US	美国	圣何塞	163 ms	12.14
199.68.156.134	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	12.13
160.153.1.210	443	TRUE	SJC	北美洲	US	美国	圣何塞	155 ms	12.12
170.153.144.193	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	12.11
66.179.48.36	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	12.11
160.153.137.56	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	12.11
160.153.137.88	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	12.09
209.102.207.241	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	12.08
192.206.179.74	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	12.08
160.153.137.127	443	TRUE	SJC	北美洲	US	美国	圣何塞	214 ms	12.07
209.102.207.7	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	12.06
199.68.156.254	443	TRUE	SJC	北美洲	US	美国	圣何塞	163 ms	12.06
66.179.48.59	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	12.06
109.176.239.25	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	12.04
160.153.138.170	2087	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	12.04
160.153.1.101	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	12.04
160.153.1.177	443	TRUE	SJC	北美洲	US	美国	圣何塞	191 ms	12.04
192.206.179.132	443	TRUE	SJC	北美洲	US	美国	圣何塞	191 ms	12.03
199.107.164.211	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	12.03
192.206.179.188	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	12.03
160.22.52.57	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	12.03
20.235.105.146	443	TRUE	BOM	亚太	IN	印度	孟买	153 ms	12.03
66.179.48.202	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	12.02
160.153.1.207	443	TRUE	SJC	北美洲	US	美国	圣何塞	212 ms	12.02
199.68.156.159	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	12.01
160.153.137.58	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	12.01
160.153.137.119	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	12.01
160.153.137.254	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	12.01
192.206.179.218	443	TRUE	SJC	北美洲	US	美国	圣何塞	210 ms	12
160.153.138.11	443	TRUE	SJC	北美洲	US	美国	圣何塞	162 ms	11.99
199.68.156.214	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.98
160.153.137.134	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	11.98
109.176.239.13	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	11.98
199.107.164.44	443	TRUE	SJC	北美洲	US	美国	圣何塞	162 ms	11.98
160.153.138.25	2053	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	11.97
160.153.138.254	8443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	11.97
160.153.138.182	2096	TRUE	SJC	北美洲	US	美国	圣何塞	163 ms	11.97
199.68.156.48	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	11.96
199.107.164.16	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	11.96
160.153.1.181	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	11.96
160.153.138.254	2087	TRUE	SJC	北美洲	US	美国	圣何塞	208 ms	11.95
109.176.239.66	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	11.95
160.22.52.23	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.95
192.206.179.227	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	11.94
192.206.179.5	443	TRUE	SJC	北美洲	US	美国	圣何塞	202 ms	11.94
160.153.138.51	2083	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.94
160.153.137.10	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	11.94
192.206.179.82	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.93
160.22.52.33	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	11.93
160.22.52.91	443	TRUE	SJC	北美洲	US	美国	圣何塞	205 ms	11.93
109.176.239.125	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	11.93
160.22.52.26	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	11.92
160.22.52.225	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	11.92
160.153.137.230	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	11.92
160.153.138.162	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	11.92
160.22.52.115	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.92
209.102.207.252	443	TRUE	SJC	北美洲	US	美国	圣何塞	236 ms	11.92
109.176.239.255	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.92
160.22.52.134	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	11.91
109.176.239.95	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.91
160.153.1.105	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	11.91
199.68.156.207	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.91
160.153.137.100	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	11.91
209.102.207.120	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.91
66.179.48.75	443	TRUE	SJC	北美洲	US	美国	圣何塞	200 ms	11.91
109.176.239.106	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	11.9
160.153.1.75	443	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	11.9
160.153.137.53	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.9
109.176.239.48	443	TRUE	SJC	北美洲	US	美国	圣何塞	231 ms	11.9
209.102.207.197	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	11.9
109.176.239.16	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	11.9
160.153.138.1	443	TRUE	SJC	北美洲	US	美国	圣何塞	225 ms	11.9
160.153.138.186	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.9
199.107.164.179	443	TRUE	SJC	北美洲	US	美国	圣何塞	161 ms	11.9
66.179.48.17	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	11.9
109.176.239.63	443	TRUE	SJC	北美洲	US	美国	圣何塞	209 ms	11.9
66.179.48.140	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.9
66.179.48.61	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	11.89
109.176.239.82	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	11.89
192.206.179.230	443	TRUE	SJC	北美洲	US	美国	圣何塞	222 ms	11.89
66.179.48.169	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	11.89
160.153.138.211	2083	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	11.88
192.206.179.2	443	TRUE	SJC	北美洲	US	美国	圣何塞	207 ms	11.88
209.102.207.64	443	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	11.88
199.107.164.230	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	11.88
199.107.164.15	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.88
66.179.48.51	443	TRUE	SJC	北美洲	US	美国	圣何塞	194 ms	11.87
209.102.207.173	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	11.87
192.206.179.78	443	TRUE	SJC	北美洲	US	美国	圣何塞	219 ms	11.87
199.107.164.169	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	11.87
109.176.239.111	443	TRUE	SJC	北美洲	US	美国	圣何塞	202 ms	11.87
160.153.137.164	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	11.87
192.206.179.50	443	TRUE	SJC	北美洲	US	美国	圣何塞	216 ms	11.87
199.107.164.54	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.87
199.107.164.60	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	11.87
170.153.144.135	443	TRUE	SJC	北美洲	US	美国	圣何塞	235 ms	11.87
160.153.1.34	443	TRUE	SJC	北美洲	US	美国	圣何塞	212 ms	11.87
199.107.164.204	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	11.87
160.153.138.203	2083	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.87
66.179.48.168	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	11.87
109.176.239.20	443	TRUE	SJC	北美洲	US	美国	圣何塞	200 ms	11.86
160.153.1.22	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.86
192.206.179.247	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	11.86
160.153.1.35	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	11.86
170.153.144.65	443	TRUE	SJC	北美洲	US	美国	圣何塞	251 ms	11.86
199.107.164.103	443	TRUE	SJC	北美洲	US	美国	圣何塞	162 ms	11.86
209.102.207.126	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	11.85
209.102.207.182	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	11.85
160.153.138.15	8443	TRUE	SJC	北美洲	US	美国	圣何塞	154 ms	11.85
209.102.207.72	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	11.85
209.102.207.166	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	11.84
199.68.156.85	443	TRUE	SJC	北美洲	US	美国	圣何塞	224 ms	11.84
160.153.1.8	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	11.83
109.176.239.223	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	11.83
199.107.164.11	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	11.83
209.102.207.73	443	TRUE	SJC	北美洲	US	美国	圣何塞	204 ms	11.83
199.107.164.110	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.83
66.179.48.40	443	TRUE	SJC	北美洲	US	美国	圣何塞	161 ms	11.83
192.206.179.234	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	11.82
170.153.144.196	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	11.82
160.153.138.74	443	TRUE	SJC	北美洲	US	美国	圣何塞	207 ms	11.82
160.22.52.162	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	11.82
199.68.156.49	443	TRUE	SJC	北美洲	US	美国	圣何塞	200 ms	11.82
209.102.207.32	443	TRUE	SJC	北美洲	US	美国	圣何塞	208 ms	11.82
66.179.48.143	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.82
66.179.48.185	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	11.82
160.153.137.129	443	TRUE	SJC	北美洲	US	美国	圣何塞	202 ms	11.82
199.107.164.20	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	11.81
160.153.137.152	443	TRUE	SJC	北美洲	US	美国	圣何塞	223 ms	11.81
109.176.239.234	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	11.81
160.153.1.43	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.81
209.102.207.249	443	TRUE	SJC	北美洲	US	美国	圣何塞	202 ms	11.81
160.22.52.167	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.81
160.22.52.82	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.81
199.68.156.70	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	11.8
199.107.164.154	443	TRUE	SJC	北美洲	US	美国	圣何塞	217 ms	11.8
160.153.137.123	443	TRUE	SJC	北美洲	US	美国	圣何塞	160 ms	11.8
192.206.179.171	443	TRUE	SJC	北美洲	US	美国	圣何塞	244 ms	11.79
209.102.207.248	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	11.79
199.107.164.10	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.79
199.107.164.174	443	TRUE	SJC	北美洲	US	美国	圣何塞	186 ms	11.79
199.68.156.139	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.79
160.153.1.170	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.79
160.153.138.159	2096	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	11.79
199.68.156.4	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.79
160.153.1.172	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	11.78
109.176.239.21	443	TRUE	SJC	北美洲	US	美国	圣何塞	155 ms	11.78
109.176.239.81	443	TRUE	SJC	北美洲	US	美国	圣何塞	228 ms	11.78
160.153.1.148	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	11.78
192.206.179.225	443	TRUE	SJC	北美洲	US	美国	圣何塞	224 ms	11.78
199.68.156.130	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	11.78
199.107.164.98	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	11.78
192.206.179.202	443	TRUE	SJC	北美洲	US	美国	圣何塞	217 ms	11.78
66.179.48.243	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	11.78
199.107.164.254	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.77
160.153.1.84	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	11.77
109.176.239.190	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	11.77
109.176.239.109	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.77
160.153.138.62	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	11.77
170.153.144.36	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.77
199.68.156.78	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.77
209.102.207.137	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	11.76
66.179.48.207	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	11.75
209.102.207.214	443	TRUE	SJC	北美洲	US	美国	圣何塞	209 ms	11.75
209.102.207.43	443	TRUE	SJC	北美洲	US	美国	圣何塞	170 ms	11.75
160.153.137.154	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	11.75
209.102.207.170	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	11.75
160.153.137.183	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.74
109.176.239.86	443	TRUE	SJC	北美洲	US	美国	圣何塞	172 ms	11.74
199.107.164.3	443	TRUE	SJC	北美洲	US	美国	圣何塞	175 ms	11.74
160.153.138.212	443	TRUE	SJC	北美洲	US	美国	圣何塞	212 ms	11.73
192.206.179.49	443	TRUE	SJC	北美洲	US	美国	圣何塞	229 ms	11.73
160.22.52.220	443	TRUE	SJC	北美洲	US	美国	圣何塞	230 ms	11.73
66.179.48.67	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	11.73
192.206.179.108	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	11.73
209.102.207.143	443	TRUE	SJC	北美洲	US	美国	圣何塞	217 ms	11.73
160.153.137.196	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	11.72
170.153.144.23	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.72
160.153.138.51	2087	TRUE	SJC	北美洲	US	美国	圣何塞	191 ms	11.72
66.179.48.42	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.72
170.153.144.43	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	11.72
160.153.138.107	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.72
160.153.1.103	443	TRUE	SJC	北美洲	US	美国	圣何塞	237 ms	11.72
160.22.52.50	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	11.72
209.102.207.235	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	11.72
160.153.137.65	443	TRUE	SJC	北美洲	US	美国	圣何塞	184 ms	11.72
66.179.48.71	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.72
192.206.179.206	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	11.71
45.202.113.79	2087	TRUE	LAX	北美洲	US	美国	洛杉矶	193 ms	11.71
160.22.52.111	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	11.71
209.102.207.146	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	11.71
170.153.144.128	443	TRUE	SJC	北美洲	US	美国	圣何塞	211 ms	11.7
109.176.239.239	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.7
199.68.156.40	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.7
160.153.1.209	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	11.7
109.176.239.202	443	TRUE	SJC	北美洲	US	美国	圣何塞	249 ms	11.69
160.153.1.131	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	11.69
160.153.1.93	443	TRUE	SJC	北美洲	US	美国	圣何塞	186 ms	11.69
66.179.48.200	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.69
192.206.179.250	443	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	11.69
170.153.144.231	443	TRUE	SJC	北美洲	US	美国	圣何塞	153 ms	11.69
45.205.0.252	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	191 ms	11.69
66.179.48.124	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.69
160.153.1.247	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	11.69
160.22.52.157	443	TRUE	SJC	北美洲	US	美国	圣何塞	171 ms	11.69
170.153.144.75	443	TRUE	SJC	北美洲	US	美国	圣何塞	191 ms	11.69
192.206.179.134	443	TRUE	SJC	北美洲	US	美国	圣何塞	208 ms	11.69
192.206.179.205	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.68
170.153.144.20	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.68
66.179.48.184	443	TRUE	SJC	北美洲	US	美国	圣何塞	167 ms	11.68
192.206.179.104	443	TRUE	SJC	北美洲	US	美国	圣何塞	221 ms	11.68
199.107.164.198	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	11.68
209.102.207.191	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	11.68
109.176.239.176	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.68
160.153.138.152	2096	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	11.68
160.153.137.122	443	TRUE	SJC	北美洲	US	美国	圣何塞	205 ms	11.67
170.153.144.46	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	11.67
160.153.138.47	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.67
199.34.230.146	2096	TRUE	LAX	北美洲	US	美国	洛杉矶	207 ms	11.67
199.68.156.68	443	TRUE	SJC	北美洲	US	美国	圣何塞	168 ms	11.67
192.206.179.253	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	11.67
199.68.156.31	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	11.67
66.179.48.154	443	TRUE	SJC	北美洲	US	美国	圣何塞	205 ms	11.66
160.153.1.129	443	TRUE	SJC	北美洲	US	美国	圣何塞	190 ms	11.66
66.179.48.81	443	TRUE	SJC	北美洲	US	美国	圣何塞	186 ms	11.66
209.102.207.138	443	TRUE	SJC	北美洲	US	美国	圣何塞	180 ms	11.66
160.153.138.33	2096	TRUE	SJC	北美洲	US	美国	圣何塞	183 ms	11.66
199.107.164.252	443	TRUE	SJC	北美洲	US	美国	圣何塞	201 ms	11.66
160.153.138.192	443	TRUE	SJC	北美洲	US	美国	圣何塞	224 ms	11.66
199.68.156.141	443	TRUE	SJC	北美洲	US	美国	圣何塞	169 ms	11.66
160.22.52.76	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	11.65
199.34.228.251	8443	TRUE	LAX	北美洲	US	美国	洛杉矶	188 ms	11.65
66.179.48.171	443	TRUE	SJC	北美洲	US	美国	圣何塞	203 ms	11.65
156.238.18.155	2083	TRUE	LAX	北美洲	US	美国	洛杉矶	197 ms	11.65
160.22.52.163	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.65
199.107.164.9	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	11.65
199.107.164.140	443	TRUE	SJC	北美洲	US	美国	圣何塞	179 ms	11.65
160.153.138.5	443	TRUE	SJC	北美洲	US	美国	圣何塞	196 ms	11.65
66.179.48.190	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.65
209.102.207.12	443	TRUE	SJC	北美洲	US	美国	圣何塞	173 ms	11.64
160.153.137.12	443	TRUE	SJC	北美洲	US	美国	圣何塞	219 ms	11.64
160.22.52.18	443	TRUE	SJC	北美洲	US	美国	圣何塞	166 ms	11.64
66.179.48.247	443	TRUE	SJC	北美洲	US	美国	圣何塞	174 ms	11.63
199.107.164.116	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.63
199.68.156.111	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	11.63
160.153.137.143	443	TRUE	SJC	北美洲	US	美国	圣何塞	159 ms	11.63
160.22.52.246	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	11.63
199.68.156.186	443	TRUE	SJC	北美洲	US	美国	圣何塞	206 ms	11.63
66.179.48.149	443	TRUE	SJC	北美洲	US	美国	圣何塞	195 ms	11.63
66.179.48.120	443	TRUE	SJC	北美洲	US	美国	圣何塞	178 ms	11.63
192.206.179.232	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.62
199.68.156.64	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.62
192.206.179.24	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.62
160.153.138.244	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	11.62
160.153.138.147	443	TRUE	SJC	北美洲	US	美国	圣何塞	197 ms	11.62
160.153.138.179	443	TRUE	SJC	北美洲	US	美国	圣何塞	212 ms	11.62
170.153.144.85	443	TRUE	SJC	北美洲	US	美国	圣何塞	177 ms	11.62
160.153.138.143	443	TRUE	SJC	北美洲	US	美国	圣何塞	176 ms	11.62
160.153.138.81	443	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.61
209.102.207.155	443	TRUE	SJC	北美洲	US	美国	圣何塞	188 ms	11.61
209.102.207.152	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	11.61
170.153.144.192	443	TRUE	SJC	北美洲	US	美国	圣何塞	199 ms	11.61
199.68.156.125	443	TRUE	SJC	北美洲	US	美国	圣何塞	181 ms	11.61
160.153.137.54	443	TRUE	SJC	北美洲	US	美国	圣何塞	198 ms	11.61
192.206.179.93	443	TRUE	SJC	北美洲	US	美国	圣何塞	192 ms	11.61
160.153.1.45	443	TRUE	SJC	北美洲	US	美国	圣何塞	182 ms	11.61
160.153.1.150	443	TRUE	SJC	北美洲	US	美国	圣何塞	205 ms	11.6
209.102.207.232	443	TRUE	SJC	北美洲	US	美国	圣何塞	210 ms	11.6
170.153.144.58	443	TRUE	SJC	北美洲	US	美国	圣何塞	164 ms	11.6
192.206.179.84	443	TRUE	SJC	北美洲	US	美国	圣何塞	206 ms	11.6
160.153.1.20	443	TRUE	SJC	北美洲	US	美国	圣何塞	189 ms	11.6
192.206.179.193	443	TRUE	SJC	北美洲	US	美国	圣何塞	165 ms	11.6
160.153.138.171	2087	TRUE	SJC	北美洲	US	美国	圣何塞	215 ms	11.6
199.107.164.100	443	TRUE	SJC	北美洲	US	美国	圣何塞	193 ms	11.6
209.102.207.33	443	TRUE	SJC	北美洲	US	美国	圣何塞	187 ms	11.6
199.107.164.2	443	TRUE	SJC	北美洲	US	美国	圣何塞	185 ms	11.6
